uuid;customer_id;type;summ;is_correct;created_date
fd038325bdd81bffa09c3b0e6fe727046e569d9fa7f0f0d577efc7dc20f8dfea;5800;Payment;455973;False;2003-11-27
a434d019a64b807c3f63644a7e478cfa4e4504411b678ff602a7abb432c5310d;3123;Transfer;318084;True;2017-03-25
400173436ba7443fa2b67019c6b6bdc497705cd0b2fbee1bd24ae2ccc78daa93;9903;Withdraw;257511;True;2021-05-23
2e023ad9681fd92e6582cc1089d318e44a2e6096b6feacb60972844aa9ce0efa;2130;Payment;327521;True;2023-03-12
7eeac5ec99ae13465a6402f9c2ebe9ac5043d562eb15d2873ca315f7c26199af;4160;Withdraw;851486;False;2009-03-25
9120188a966fade67e332f74a6fe2e9f6be54e6767ba87aa0c594bc35c49fa2c;6852;Transfer;169163;False;2022-11-22
1bd949de9210ef3a41c28bab5d51ee217894379b4c278bd06338924ba23f3ecf;3201;Transfer;746807;True;2020-02-01
7a674317c19a92cbc0f166fd2546976df0f68b08fc9931b3d12bf212a9186282;3762;Withdraw;715258;True;2010-03-20
2af7911e69820172f7c17062b18470e4cdd94626e1dca4d185cbb4ad73b5d11c;2617;Withdraw;209842;True;2001-04-22
1c5d926bcd6e491d8527887bba264b4045a5e5127c70a549788edb3ff9d51eba;4921;Transfer;240490;True;2011-12-17
0061632b82f1ca628b5bbc4124275e895aa6ed2679388ea5f40fc3a21f71ecf0;4445;Payment;622508;True;2023-12-15
7ecf58ec921e728dfbf1a33d62501a684180f328993c333176f8095d83616aee;9519;Transfer;314145;False;2012-08-08
0e408084a9c748b86a5dbb5cb3263cebafddd4d017aadf659e3227e4c7530e67;3538;Payment;96937;True;2017-05-28
89b7d5b3c098bd62bcc624e39b28716fcad2d9f2f8cc7433314de0b8d57e36da;7962;Transfer;445248;True;2002-05-22
8d09fd6dfede8ee4b53ce6e8d6c4e157c2a4b00887d28b267f397f41a9ea7f11;2991;Payment;559532;False;2022-05-16
c7daa0ad81b29a0c403b8442600647f1dcbd8d299f34e34501a7c0dd508adfde;773;Payment;836465;False;2021-10-27
f3a28d3e6303f089b36d855692cf55ed0f98fdbdf18042baea07dc55e859cc86;3650;Payment;528769;False;2013-02-21
18b4c25d3278e6ef159302a9a3abde475900a90474044f54c1e5fad6c2abdc71;2958;Payment;932979;False;2005-10-05
db649593c70628b69b70a2e14f3cd13dd95fb3c2f7808c967247ab22fb1358c2;8369;Transfer;67733;True;2006-02-27
71106d6ece9cfe98a907f587384a1c621ae2c5dab937147548d73012d6b36f9e;6757;Transfer;88761;True;2003-11-25
aba6ef7da03906b53590fb02f29d0ec8d2ad27a4d6755ef6721a3ff830239cab;8902;Payment;255110;True;2023-02-22
16aa04439118ba2295204e2e6e050e03657842ca0230ff2863784c92e2356e49;7956;Withdraw;124780;False;2009-09-20
82b66b0d245c9c6c6c6c7e8ba1de91f0c02f74091cca214d3476c7ddd5af5996;6091;Withdraw;121655;True;2014-08-26
591eb7415fe1beb5d82854af6c902f791db1e599ad2799681ebf6a63e7a03368;4110;Transfer;913472;True;2002-04-17
87db4b1a13a9547b4c777a981f7dd81f7505cb770efb8b3f5646d444956a2e26;1043;Payment;75667;True;2021-08-02
4e6a9d8148b96a01c8dd2837060f631748dc7a88c524505300fe8e785c1e8df6;8070;Withdraw;701693;True;2004-10-15
015afd73338b3d50836c91af7139baad1f9d627c0857a5332991904f4cc72528;1944;Payment;593138;True;2020-04-27
78297c9bcab6d7d756db6265c719aae0f0797dc6e51e7237bc48da127bbe99c2;8005;Payment;967965;True;2023-11-21
1ee5479817a08d12302ce822c36846f366ade2b7d1390a18f09ac27ed929b783;8708;Transfer;563584;True;2000-05-12
b1e3d7e5296eb7ad24efe9a03d3ef7e0b9a40fae195c4ed89ee18e65d8688693;8363;Transfer;318763;False;2000-05-08
ed5cfaa738b4fd6acd74cb49318be60aa2cdbef3319a1a64f4d5f80f9c368cf1;6539;Transfer;239057;False;2023-09-13
e2a41ec533d2ec2f0fb2d28e9c485480f98f9680512d7cdd6572f2913d9d737a;2513;Withdraw;362526;False;2005-01-21
3b1871e45228d8fb0790f3105ed38b7cd9e24f5dc2b6a86324a1562887c10001;3306;Payment;962433;False;2014-04-22
80b783d83bdf2c77f21a6e68d09f9a87398ac3ea04c532aa8ceee904577e9652;5347;Transfer;597986;False;2011-01-11
b86181b6379962179a98e1cf0dfcb98ec5856a95b59cc38acea543f68e3179f0;670;Withdraw;938079;False;2012-11-07
7d751fa78ab932186a24ca5989a4e8feb5993751a4eddb663c1f10f169936a7e;3105;Withdraw;936397;True;2006-12-24
85049f3093b26eae6a441cbf30837e0949c3edd19f8538d949b92319f4523eb3;309;Payment;45619;True;2018-06-07
bc1a2a70e47f60dacd335d710ad99abc7fed5509535214cef6caf18cd4d186ee;7654;Payment;477646;True;2009-08-26
15f77511c2ce09bdac4925b3ae29f537f2e106e887c4c54c3ef3f1ac41a81d0a;7665;Transfer;130376;False;2016-07-07
2a338618e8d8a0aef754e0b6984ff97ace9d1aec1b7351533a3c32eb153ca10f;396;Payment;456569;False;2011-10-02
7046187617ce6b50c33f0b290669cdc0e2dde59a023e054c46cbce41291d3f4a;5499;Payment;820278;False;2001-07-15
88942a860ecf054cf127a938ae8c0e835820b71b42cfed81f178d4affc405348;5288;Transfer;958268;False;2003-12-13
83474140062a7b0f80c501312f6952d56d40dcb107b8434a367d459cd38ed09b;6995;Payment;966781;False;2013-02-11
48f983a5f25cdb635088baf54606677f1e6a13d114d4c8af399fc4f994e3d7cb;9823;Transfer;809729;False;2008-04-18
7a6291ddc083da6f8235425444ae588adbd164c59f444a7c5ca57681d145bb9a;989;Transfer;99888;False;2023-07-12
cc4641aad8aae0f8f1c82dd1db87e274efb8f3db02065fe7c62e9b9be9dd2490;7733;Withdraw;967990;True;2021-01-03
5b27c18a77d1bbbca854deb55dac01ee1d6dc17a640849ba20312bf2867ebe9e;9461;Payment;732770;True;2015-12-12
491c6d0838831168c61b33ac2d62baf737c834ac42843fc440a80baa107312da;5766;Transfer;791493;True;2008-06-21
1e05b5f894278e44ac5c8e35fa61eafb214a3f0d146ad7c5e1decce447b5a8b2;6830;Transfer;714908;False;2014-11-23
2ec1711c0d41a8a3728de420e579ba630aec6e5e5236327a610b2bd0718aed83;1158;Withdraw;271045;True;2009-06-26
ea7b666f05cf18689dc2cd43de6a9fdbd6230d37a68f9cad8ead265ed2eba153;7589;Withdraw;999518;True;2018-11-28
dd599ef2a1b87510d2b25b3cf761d26164776d5acb8e748ded4719677ce6a580;9335;Transfer;144037;False;2003-04-07
dc711926b1bd8c39c6afad143bd415d3e54ba4b8a8dbdb605f8f8cd0962865ce;5757;Withdraw;87745;True;2009-12-24
87cebdcb9d10328734f9d7f2c866f61c00b929dcea8e5ebc624bbb6547cf78c0;1929;Payment;813525;False;2019-03-26
8e2bac868b02f9ae78e043b85855d33b5a51d26c3d05f495d78992b26f5a9563;9694;Payment;22822;False;2013-12-19
451c6f72393eb18434e3c42436664bea42fcacaabc1f2c5d6724409193a18eda;7025;Transfer;188149;True;2009-06-12
ab95d34ab7f34832e62b79f67640919ee9aa57c12e81cc2f76d5a15e043d7451;874;Transfer;442777;True;2004-06-12
40f511133542c7d888de1f6a05eaf9a0707bad026ac6b0b0429c32907a7c3422;9254;Transfer;343182;False;2001-06-26
54ed1307fc615c668659b1b1332e9451a1671327bf6383d3dac1d021e630dbd6;975;Transfer;379428;False;2014-06-25
a5d11694eaf1b02da69167872d794ff10effe680c19a67c1931137900a201b34;8800;Payment;972718;False;2014-05-17
e3889fd40c72a9cdc82916581506ef5d5ec6085d591925a4819b3a60fa59407f;1552;Payment;185258;False;2020-05-06
839174e82c45fb89003677a04870b387b0c84a3b96fcb8375c60b2ebdfef3377;7190;Withdraw;272756;True;2010-08-20
1c0547274c4e79e12a92dfe35b243dc4665b6935cb75d463941c5a3c17d4e09e;5708;Transfer;139290;False;2000-09-20
8d3bef6e700026d046900d621bf43c13ce2b31d44e42f5502c58c0e2ca4e1c5d;1427;Transfer;421936;True;2002-08-28
7bceb1a7ca84cd0319e2556f9246a06241323171dd56b27112e381e398bb203d;8717;Payment;187987;False;2009-03-07
ad1f8772dda0ac110dbf851989dd6811aa3cbe401444d58d7760e6585e86bf6a;2314;Withdraw;615160;True;2021-02-25
fc7fdb3600742524cd4f841bd2630ba802e345173211d772ed650032d72fe719;4410;Payment;491134;False;2004-11-05
2d04dd732f8c80976b9564d7de39925a656eec30bd42e74eb6137478921270ba;187;Withdraw;24087;True;2018-08-27
794909c7e6f5a65fa336f811a0b69cff994306a720088f0baf28692d29b20a78;3198;Transfer;828385;True;2017-10-10
75068585e0d73ec557f52412aaca9064fa48adc63ec959053000b97a879bf8a9;7719;Withdraw;117508;True;2020-05-15
25533735125e9863382458da5360949a7d2083fdce6a1e215351600c7aa30071;133;Transfer;386415;False;2005-03-08
e455dc93a1de366d73a79a144b00c9453eda4752ee01544419411b24157c1bd2;7762;Transfer;582377;True;2018-11-22
c8d2ce391a22d195709adb5964c701a6e1b0cba157aff606375cb5f018ef5869;419;Withdraw;929387;True;2019-03-07
599f6641b9f17bb664855730cfce6785a66c268d6bfa6c5647bb4f7ab979c3e0;3452;Transfer;8664;True;2000-09-26
8425f9d7d4510d299c896c286432a94df1259dcd720df5d49d74fd664c6fd2b6;3487;Transfer;692199;True;2022-12-25
26b0e24aa5b271b5af1d775c2b2bc94c4403a44ee4422be4702c2ce1965ba668;8549;Withdraw;672043;False;2014-07-11
17e00920400821f20364c066dd00779b92f2addcce0072519d6c99a96eb7eaa9;3517;Withdraw;131049;False;2002-12-17
21a37bd796b4a8718e29e2b6bbddbe80d0ba69cc720682e2a5bd0eec19053315;1887;Payment;975103;True;2014-06-23
61bc6db32adae1e3163d9093cc2e596db23cf60d067ab6393e26cd71023b5eb9;3412;Transfer;838859;True;2015-08-15
16e233fb7a1391d857129dd4713bcf9d1b3ad7bacdebb4836c00c5cc317ebcb8;378;Payment;88486;False;2010-10-01
409b20e46f304f601b217b3fb9d3cf93439a9565c2d857009024441f7c443f28;6232;Withdraw;887085;True;2004-09-25
0f7bb410a764cefc3935c87b50240f1c2a33c241387f583f74f46e43e8e15eb8;2875;Payment;681103;False;2010-08-17
cd80425268385ac0f121a496d45986d9590be1033b25ad03c96131cd41bc8108;3047;Payment;104078;True;2008-11-04
a7531a801454643b3dbd90711a46042c13a9d9a473a44c5d8a3f822f7e30b030;4430;Withdraw;55175;True;2018-08-18
ad1f669fb624507dd569f9b4fa0f1980580a24b0948e4dde65413f640df2ea87;7481;Transfer;252594;False;2019-07-16
fd2d02ccb20a7e5a2f9f3baa5b896b8f5ab49c2718d037ff1d8984f5bcd661af;2432;Payment;306810;True;2007-04-26
b0f36b9bebdd4fe2a1bfd2803409bd8cb294c322c2eee44eeb8cd646f6156caf;2671;Withdraw;50742;False;2007-02-08
6d02b380359b4688dcbbbbdf79882fdf2062d8b6adaccedc4665047798b5c007;5545;Transfer;841353;True;2001-10-26
b95bef5dbbf3a76fcd0d89aa8866720ada947f3dde6f20cf18c9e8897e3c84fa;6463;Withdraw;980989;False;2006-04-08
4eed34182d3a084484eeafb4fefb987ff4ff2274c44eb2ac99f5595b12c99ad6;8490;Payment;339889;False;2018-09-28
e51287f2e55a447904ef3310dae9ab1443c0bfacbc35ba9fb61b1b0964ce5958;339;Transfer;390443;False;2002-01-04
490e6164073d966cc01bfbc246cba1552121037327ab1e34bc3358b2b53b3dac;8958;Withdraw;97596;True;2021-02-22
b91ee0a610d816de63debfd5b8ed9ff7af6ac425c7a6a7dac6d8abd1c821c90e;3658;Payment;669320;False;2023-04-20
f49751a226a397bfeac39503e6d21d53843dc1f72dad812d6ea541b12c5e9c2a;5469;Transfer;418108;False;2018-08-09
5a5406a3b6d0049641ab6445a91483d5826f897a57bff5e6c34b8d82ba8ad120;8123;Payment;164917;False;2007-11-26
d79d07f12a1bb2ae16cfe20b896be976cea3f74a8b250de6f501f30757852d8e;1870;Transfer;481966;False;2017-05-16
3438767e5881b5f19d0cb15df24f1d580302270335c515998d78509a3f9d856d;5024;Withdraw;579681;False;2003-02-19
ad51befb2445a47cc662141488e5326ee524ead6b9b029d74ae48857661add10;1536;Payment;107276;True;2003-02-14
06fd5700aa7f0f255c679e2d02a599b87884cd59706d9eccfcbf5b5e8078e0be;6810;Transfer;429441;False;2010-06-26
58ad385aa6dd626ebce7349f410dc6455b27e6a0a23ef97b8b9577985c1bd5dd;2687;Withdraw;741765;True;2006-09-18
bf7e21694de50a78f6aee5863a0fbafcbdf1e9c360977385ffd770081ed47f41;9903;Withdraw;559302;True;2007-07-07
f093e7946c250632a3fd812b0bf94f3a3b0328b25df7da991f3a99c3b108de5a;4943;Payment;358298;False;2005-07-24
bfea81e29b17a68fe743d2553e9c11a0658fb0cf55e32f8e2fc726ca785cbe56;2383;Payment;63294;True;2019-09-24
ee7af426a6b70c9fadc5d782a0c29c97a9afa49a39c753433711c47ca24ceb69;6350;Transfer;298798;False;2012-12-25
04f6896a2d08661b20b4b83db5f3a9769ff4c6ecf78fd2553934b788ad3c177b;1012;Payment;41556;False;2023-02-10
421c5730e2dd094f5b0ed1ea0414bdeffb3ba31b4ec228291127acecaf25b29e;9863;Withdraw;7920;False;2016-05-10
3dd9bbd4dc4b2fdbd10085c92731d05a93873845a206817f6254877d0e3f4300;6432;Payment;949110;False;2012-02-20
d84b8d888fe98852f25a2a74db8d7b7096f8519e5b2ac0a686f19b8e77a6cb9c;4806;Withdraw;657885;True;2000-10-28
ed1e9e89195efe52bbeef102a622a9b4c7703c799d2f573dbdffff3674cae7ab;4387;Payment;878212;True;2008-11-12
77bc4dacc184994b33a8c90db0b4ba2c66053f4f8b7ebcf46783089ef59dab27;2677;Payment;654233;False;2022-10-10
f6425d14eb78509f62bc2e076047f20836441d95968de213d6f6e1925b5f3243;3798;Transfer;741990;False;2016-12-09
7bd7125d8851ed2c9602d952b0364e0cc83bb73e1b3cd6a0cf5341b20b8a337f;8372;Payment;944619;True;2004-11-09
90ab46b16b1fab523aa023f07491947386f309306b9a4ddf492c900b6f1294d7;1671;Withdraw;473036;True;2019-03-15
6ae83ea76adecfc495f5468accc88a85d9e31b0048b2d17d0ed44799c5a669e6;5894;Payment;204;False;2002-11-28
d7533cdca9b6f496e043f326a58f48a261cd53baa0dfe9bb2d2787894e41f8c8;9545;Transfer;58255;False;2022-10-10
8fa283c29f0f1300ebe6aa579e638dc0cb892ece0c13831af7e7d01b914bb166;7621;Withdraw;525517;False;2013-01-06
eac7106ced055cabe1a17ae30128faf5ed0f0c4a798f6d275da82be816e5354f;4920;Transfer;276760;True;2016-06-02
e596d50b3d0d1ef2edf1e3f6153b952bfdc90b1dcac5764c62cd76341a9e797a;383;Transfer;592453;True;2008-10-10
